word,price,pv,show,showRate,click,cost,CPC,rank,recBid
导航系统下载,3.800000000000002,6,1,1.0,0.17,0.08,0.47,1,0.3
导航系统下载,3.900000000000002,6,1,1.0,0.17,0.08,0.47,1,0.3
导航系统下载,4.000000000000002,6,1,1.0,0.17,0.08,0.47,1,0.3
导航系统下载,4.100000000000001,6,1,1.0,0.17,0.08,0.47,1,0.0
导航系统下载,4.200000000000001,6,1,1.0,0.17,0.08,0.47,1,0.0
导航系统下载,4.300000000000001,6,1,1.0,0.17,0.08,0.47,1,0.3
导航系统下载,4.4,6,1,1.0,0.17,0.08,0.47,1,0.3
导航系统下载,4.5,6,1,1.0,0.17,0.08,0.47,1,0.0
导航系统下载,4.6,6,1,1.0,0.17,0.08,0.47,1,0.3
导航系统下载,4.699999999999999,6,1,1.0,0.17,0.08,0.47,1,0.0
导航系统下载,4.799999999999999,6,1,1.0,0.17,0.08,0.47,1,0.3
导航系统下载,4.899999999999999,6,1,1.0,0.17,0.08,0.47,1,0.0
导航系统下载,4.999999999999998,6,1,1.0,0.17,0.08,0.47,1,0.3
导航系统下载,5.099999999999998,6,1,1.0,0.17,0.08,0.47,1,0.3
导航系统下载,5.1999999999999975,6,1,1.0,0.17,0.08,0.47,1,0.3
导航系统下载,5.299999999999997,6,1,1.0,0.17,0.08,0.47,1,0.3
导航系统下载,5.399999999999997,6,1,1.0,0.17,0.08,0.47,1,0.0
导航系统下载,5.4999999999999964,6,1,1.0,0.17,0.08,0.47,1,0.3
导航系统下载,5.599999999999996,6,1,1.0,0.17,0.08,0.47,1,0.3
导航系统下载,5.699999999999996,6,1,1.0,0.17,0.08,0.47,1,0.3
导航系统下载,5.799999999999995,6,1,1.0,0.17,0.08,0.47,1,0.3
导航系统下载,5.899999999999995,6,1,1.0,0.17,0.08,0.47,1,0.3
导航系统下载,5.999999999999995,6,1,1.0,0.17,0.08,0.47,1,0.3
导航系统下载,6.099999999999994,6,1,1.0,0.17,0.08,0.47,1,0.3
导航系统下载,6.199999999999994,6,1,1.0,0.17,0.08,0.47,1,0.0
导航系统下载,6.299999999999994,6,1,1.0,0.17,0.08,0.47,1,0.3
导航系统下载,6.399999999999993,6,1,1.0,0.17,0.08,0.47,1,0.0
导航系统下载,6.499999999999993,6,1,1.0,0.17,0.08,0.47,1,0.3
导航系统下载,6.5999999999999925,6,1,1.0,0.17,0.08,0.47,1,0.0
导航系统下载,6.699999999999992,6,1,1.0,0.17,0.08,0.47,1,0.3
导航系统下载,6.799999999999992,6,1,1.0,0.17,0.08,0.47,1,0.0
导航系统下载,6.8999999999999915,6,1,1.0,0.17,0.08,0.47,1,0.3
导航系统下载,6.999999999999991,6,1,1.0,0.17,0.08,0.47,1,0.3
导航系统下载,7.099999999999991,6,1,1.0,0.17,0.08,0.47,1,0.3
导航系统下载,7.19999999999999,6,1,1.0,0.17,0.08,0.47,1,0.3
导航系统下载,7.29999999999999,6,1,1.0,0.17,0.08,0.47,1,0.3
导航系统下载,7.39999999999999,6,1,1.0,0.17,0.08,0.47,1,0.3
导航系统下载,7.499999999999989,6,1,1.0,0.17,0.08,0.47,1,0.3
导航系统下载,7.599999999999989,6,1,1.0,0.17,0.08,0.47,1,0.3
导航系统下载,7.699999999999989,6,1,1.0,0.17,0.08,0.47,1,0.0
导航系统下载,7.799999999999988,6,1,1.0,0.17,0.08,0.47,1,0.3
导航系统下载,7.899999999999988,6,1,1.0,0.17,0.08,0.47,1,0.3
导航系统下载,7.999999999999988,6,1,1.0,0.17,0.08,0.47,1,0.3
导航系统下载,8.099999999999987,6,1,1.0,0.17,0.08,0.47,1,0.0
导航系统下载,8.199999999999987,6,1,1.0,0.17,0.08,0.47,1,0.3
导航系统下载,8.299999999999986,6,1,1.0,0.17,0.08,0.47,1,0.3
导航系统下载,8.399999999999986,6,1,1.0,0.17,0.08,0.47,1,0.3
导航系统下载,8.599999999999985,6,1,1.0,0.17,0.08,0.47,1,0.0
导航系统下载,8.699999999999985,6,1,1.0,0.17,0.08,0.47,1,0.3
导航系统下载,8.799999999999985,6,1,1.0,0.17,0.08,0.47,1,0.3
导航系统下载,8.899999999999984,6,1,1.0,0.17,0.08,0.47,1,0.3
导航系统下载,8.999999999999984,6,1,1.0,0.17,0.08,0.47,1,0.3
导航系统下载,9.099999999999984,6,1,1.0,0.17,0.08,0.47,1,0.3
导航系统下载,9.199999999999983,6,1,1.0,0.17,0.08,0.47,1,0.3
导航系统下载,9.299999999999983,6,1,1.0,0.17,0.08,0.47,1,0.3
导航系统下载,9.399999999999983,6,1,1.0,0.17,0.08,0.47,1,0.3
导航系统下载,9.499999999999982,6,1,1.0,0.17,0.08,0.47,1,0.3
导航系统下载,9.599999999999982,6,1,1.0,0.17,0.08,0.47,1,0.3
导航系统下载,9.699999999999982,6,1,1.0,0.17,0.08,0.47,1,0.3
导航系统下载,9.799999999999981,6,1,1.0,0.17,0.08,0.47,1,0.3
导航系统下载,9.89999999999998,6,1,1.0,0.17,0.08,0.47,1,0.0
导航系统下载,9.99999999999998,6,1,1.0,0.17,0.08,0.47,1,0.0
手机导航,0.3,17620,10259,0.37,1672.25,276.21,0.17,2,0.3
手机导航,0.4,17620,13229,0.48,2185.3,464.12,0.21,2,0.3
手机导航,0.5,17620,15648,0.57,2626.77,671.36,0.26,1,0.3
手机导航,0.6,17620,17627,0.65,3010.83,890.51,0.3,1,0.0
手机导航,0.7,17620,19261,0.71,3350.62,1117.65,0.33,1,0.3
手机导航,0.7999999999999999,17620,20524,0.75,3626.42,1337.75,0.37,1,0.3
手机导航,0.8999999999999999,17620,21475,0.78,3847.12,1538.28,0.4,1,0.3
手机导航,0.9999999999999999,17620,22174,0.81,4023.48,1712.99,0.43,1,0.3
手机导航,1.0999999999999999,17620,22708,0.83,4169.47,1862.44,0.45,1,0.0
手机导航,1.2,17620,23104,0.84,4287.77,1989.08,0.46,1,0.3
手机导航,1.3,17620,23441,0.85,4392.71,2113.77,0.48,1,0.0
手机导航,1.4000000000000001,17620,23699,0.86,4474.22,2214.2,0.49,1,0.0
手机导航,1.5000000000000002,17620,23924,0.87,4540.47,2311.58,0.51,1,0.3
手机导航,1.6000000000000003,17620,24127,0.88,4603.07,2414.44,0.52,1,0.3
手机导航,1.7000000000000004,17620,24300,0.89,4654.73,2509.84,0.54,1,0.3
手机导航,1.8000000000000005,17620,24452,0.89,4702.44,2600.38,0.55,1,0.3
手机导航,1.9000000000000006,17620,24600,0.9,4747.14,2694.45,0.57,1,0.3
手机导航,2.0000000000000004,17620,24727,0.9,4784.96,2778.22,0.58,1,0.3
手机导航,2.1000000000000005,17620,24848,0.91,4818.2,2858.75,0.59,1,0.3
手机导航,2.2000000000000006,17620,24958,0.91,4848.16,2939.39,0.61,1,0.3
手机导航,2.3000000000000007,17620,25057,0.91,4873.54,3011.18,0.62,1,0.3
手机导航,2.400000000000001,17620,25162,0.92,4901.62,3093.14,0.63,1,0.3
手机导航,2.500000000000001,17620,25254,0.92,4925.39,3167.27,0.64,1,0.3
手机导航,2.600000000000001,17620,25336,0.93,4947.68,3236.72,0.65,1,0.3
手机导航,2.700000000000001,17620,25415,0.93,4969.97,3306.37,0.67,1,0.3
手机导航,2.800000000000001,17620,25486,0.93,4989.35,3374.21,0.68,1,0.3
手机导航,2.9000000000000012,17620,25558,0.93,5009.4,3452.82,0.69,1,0.3
手机导航,3.0000000000000013,17620,25623,0.94,5027.29,3523.44,0.7,1,0.3
手机导航,3.1000000000000014,17620,25692,0.94,5047.86,3601.53,0.71,1,0.3
手机导航,3.2000000000000015,17620,25757,0.94,5066.56,3686.88,0.73,1,0.3
手机导航,3.3000000000000016,17620,25827,0.94,5085.61,3765.29,0.74,1,0.3
手机导航,3.4000000000000017,17620,25899,0.95,5107.49,3861.67,0.76,1,0.3
手机导航,3.5000000000000018,17620,25965,0.95,5125.52,3955.41,0.77,1,0.3
手机导航,3.600000000000002,17620,26025,0.95,5142.67,4041.6,0.79,1,0.3
手机导航,3.700000000000002,17620,26080,0.95,5161.87,4165.88,0.81,1,0.3
手机导航,3.800000000000002,17620,26125,0.95,5176.09,4241.02,0.82,1,0.3
手机导航,3.900000000000002,17620,26169,0.96,5189.5,4328.65,0.83,1,0.0
手机导航,4.000000000000002,17620,26211,0.96,5203.17,4411.15,0.85,1,0.3
手机导航,4.100000000000001,17620,26245,0.96,5214.26,4494.87,0.86,1,0.3
手机导航,4.200000000000001,17620,26277,0.96,5223.91,4583.0,0.88,1,0.0
手机导航,4.300000000000001,17620,26311,0.96,5236.13,4670.45,0.89,1,0.0
手机导航,4.4,17620,26337,0.96,5244.79,4742.85,0.9,1,0.3
手机导航,4.5,17620,26367,0.96,5253.58,4806.47,0.91,1,0.3
手机导航,4.6,17620,26393,0.96,5262.26,4880.29,0.93,1,0.3
手机导航,4.699999999999999,17620,26415,0.97,5268.12,4936.36,0.94,1,0.0
手机导航,4.799999999999999,17620,26437,0.97,5274.4,5009.05,0.95,1,0.3
手机导航,4.899999999999999,17620,26459,0.97,5279.95,5061.66,0.96,1,0.0
手机导航,5.999999999999995,17620,26615,0.97,5321.36,5479.29,1.03,1,0.3
手机导航,6.099999999999994,17620,26631,0.97,5325.35,5510.51,1.03,1,0.3
手机导航,6.199999999999994,17620,26645,0.97,5328.89,5543.0,1.04,1,0.3
手机导航,6.299999999999994,17620,26662,0.97,5333.32,5583.32,1.05,1,0.3
手机导航,6.399999999999993,17620,26680,0.98,5337.83,5625.28,1.05,1,0.3
手机导航,6.499999999999993,17620,26701,0.98,5343.75,5693.75,1.07,1,0.3
手机导航,6.5999999999999925,17620,26722,0.98,5348.83,5753.12,1.08,1,0.3
手机导航,6.699999999999992,17620,26742,0.98,5353.91,5801.1,1.08,1,0.3
手机导航,6.799999999999992,17620,26762,0.98,5358.61,5853.09,1.09,1,0.3
手机导航,6.8999999999999915,17620,26784,0.98,5363.8,5906.31,1.1,1,0.3
手机导航,6.999999999999991,17620,26801,0.98,5368.01,5949.63,1.11,1,0.0
手机导航,7.099999999999991,17620,26821,0.98,5372.82,5999.07,1.12,1,0.0
手机导航,7.19999999999999,17620,26838,0.98,5377.05,6047.51,1.12,1,0.3
手机导航,7.29999999999999,17620,26853,0.98,5380.63,6083.71,1.13,1,0.0
手机导航,7.39999999999999,17620,26864,0.98,5383.39,6113.33,1.14,1,0.3
手机导航,7.499999999999989,17620,26878,0.98,5386.76,6147.81,1.14,1,0.3
手机导航,7.599999999999989,17620,26890,0.98,5389.46,6176.91,1.15,1,0.3
手机导航,7.699999999999989,17620,26903,0.98,5392.75,6210.9,1.15,1,0.3
手机导航,7.799999999999988,17620,26917,0.98,5396.13,6247.37,1.16,1,0.3
手机导航,7.899999999999988,17620,26932,0.98,5399.64,6281.45,1.16,1,0.3
手机导航,7.999999999999988,17620,26945,0.99,5402.52,6310.19,1.17,1,0.0
手机导航,8.099999999999987,17620,26961,0.99,5406.49,6351.62,1.17,1,0.3
手机导航,8.199999999999987,17620,26980,0.99,5411.02,6403.93,1.18,1,0.3
手机导航,8.299999999999986,17620,27003,0.99,5416.05,6458.86,1.19,1,0.3
手机导航,8.399999999999986,17620,27025,0.99,5421.82,6512.64,1.2,1,0.3
手机导航,8.499999999999986,17620,27053,0.99,5428.62,6582.17,1.21,1,0.3
手机导航,8.599999999999985,17620,27074,0.99,5433.89,6637.99,1.22,1,0.0
手机导航,8.699999999999985,17620,27096,0.99,5439.32,6698.46,1.23,1,0.3
手机导航,8.799999999999985,17620,27121,0.99,5445.49,6766.45,1.24,1,0.3
手机导航,8.899999999999984,17620,27138,0.99,5449.33,6811.8,1.25,1,0.3
手机导航,8.999999999999984,17620,27156,0.99,5453.68,6867.07,1.26,1,0.3
手机导航,9.099999999999984,17620,27171,0.99,5457.22,6907.68,1.27,1,0.0
手机导航,9.199999999999983,17620,27189,0.99,5461.46,6959.75,1.27,1,0.3
手机导航,9.299999999999983,17620,27203,0.99,5464.7,7006.2,1.28,1,0.3
手机导航,9.399999999999983,17620,27217,1.0,5467.63,7044.98,1.29,1,0.3
手机导航,9.499999999999982,17620,27230,1.0,5470.5,7078.83,1.29,1,0.3
手机导航,9.599999999999982,17620,27239,1.0,5472.61,7108.9,1.3,1,0.3
手机导航,9.699999999999982,17620,27245,1.0,5474.15,7127.04,1.3,1,0.3
手机导航,9.799999999999981,17620,27250,1.0,5475.25,7141.44,1.3,1,0.3
手机导航,9.89999999999998,17620,27255,1.0,5476.28,7154.72,1.31,1,0.3
手机导航,9.99999999999998,17620,27258,1.0,5476.76,7163.13,1.31,1,0.0
语音导航,0.3,1763,740,0.47,185.15,25.99,0.14,1,0.3
语音导航,0.5,1763,1095,0.71,290.37,61.3,0.21,1,0.0
语音导航,0.6,1763,1184,0.75,323.04,76.29,0.24,1,0.3
语音导航,0.7,1763,1259,0.8,349.24,92.52,0.26,1,0.0
语音导航,0.7999999999999999,1763,1314,0.84,366.74,107.12,0.29,1,0.3
语音导航,0.8999999999999999,1763,1370,0.87,383.87,123.75,0.32,1,0.3
语音导航,0.9999999999999999,1763,1408,0.9,394.75,135.73,0.34,1,0.3
语音导航,1.0999999999999999,1763,1434,0.92,401.62,143.68,0.36,1,0.0
语音导航,1.2,1763,1453,0.93,406.66,150.72,0.37,1,0.3
语音导航,1.3,1763,1468,0.94,410.66,156.32,0.38,1,0.3
语音导航,1.4000000000000001,1763,1477,0.94,412.72,160.23,0.39,1,0.0
语音导航,1.5000000000000002,1763,1484,0.95,414.21,162.47,0.39,1,0.3
语音导航,1.6000000000000003,1763,1490,0.95,415.68,165.44,0.4,1,0.3
语音导航,1.7000000000000004,1763,1495,0.96,416.84,167.41,0.4,1,0.0
语音导航,1.8000000000000005,1763,1499,0.96,417.86,169.54,0.41,1,0.3
语音导航,1.9000000000000006,1763,1504,0.96,418.82,171.4,0.41,1,0.0
语音导航,2.0000000000000004,1763,1509,0.97,419.76,173.25,0.41,1,0.3
语音导航,2.1000000000000005,1763,1513,0.97,420.56,174.83,0.42,1,0.3
语音导航,2.2000000000000006,1763,1515,0.97,421.13,176.1,0.42,1,0.3
语音导航,2.3000000000000007,1763,1518,0.97,421.67,177.32,0.42,1,0.3
语音导航,2.400000000000001,1763,1521,0.97,422.17,178.52,0.42,1,0.0
语音导航,2.500000000000001,1763,1523,0.97,422.67,179.74,0.43,1,0.0
语音导航,2.600000000000001,1763,1526,0.98,423.07,180.85,0.43,1,0.0
语音导航,2.700000000000001,1763,1529,0.98,423.69,182.75,0.43,1,0.3
语音导航,2.800000000000001,1763,1532,0.98,424.12,183.91,0.43,1,0.3
语音导航,2.9000000000000012,1763,1534,0.98,424.47,184.92,0.44,1,0.3
语音导航,3.0000000000000013,1763,1537,0.98,424.99,186.41,0.44,1,0.3
语音导航,3.1000000000000014,1763,1540,0.99,425.41,187.72,0.44,1,0.3
语音导航,3.2000000000000015,1763,1541,0.99,425.62,188.39,0.44,1,0.0
语音导航,3.3000000000000016,1763,1543,0.99,425.98,189.55,0.44,1,0.0
语音导航,3.4000000000000017,1763,1545,0.99,426.3,190.51,0.45,1,0.3
语音导航,3.5000000000000018,1763,1547,0.99,426.69,191.91,0.45,1,0.0
语音导航,3.600000000000002,1763,1549,0.99,426.93,192.9,0.45,1,0.3
语音导航,3.700000000000002,1763,1550,0.99,427.14,193.78,0.45,1,0.3
语音导航,3.800000000000002,1763,1551,0.99,427.33,194.49,0.46,1,0.0
语音导航,3.900000000000002,1763,1551,0.99,427.38,194.69,0.46,1,0.0
语音导航,4.000000000000002,1763,1552,0.99,427.5,195.25,0.46,1,0.3
语音导航,4.100000000000001,1763,1553,0.99,427.56,195.5,0.46,1,0.3
语音导航,4.200000000000001,1763,1553,0.99,427.66,196.01,0.46,1,0.0
语音导航,4.300000000000001,1763,1554,0.99,427.78,196.57,0.46,1,0.0
语音导航,4.4,1763,1554,0.99,427.87,197.04,0.46,1,0.3
语音导航,4.5,1763,1555,1.0,427.91,197.2,0.46,1,0.3
语音导航,4.6,1763,1555,1.0,427.97,197.48,0.46,1,0.3
语音导航,4.699999999999999,1763,1556,1.0,428.07,197.94,0.46,1,0.3
语音导航,4.799999999999999,1763,1556,1.0,428.09,198.03,0.46,1,0.3
语音导航,4.899999999999999,1763,1556,1.0,428.17,198.41,0.46,1,0.3
语音导航,4.999999999999998,1763,1556,1.0,428.17,198.41,0.46,1,0.3
语音导航,5.099999999999998,1763,1556,1.0,428.17,198.41,0.46,1,0.3
语音导航,5.1999999999999975,1763,1556,1.0,428.17,198.41,0.46,1,0.3
语音导航,5.299999999999997,1763,1557,1.0,428.22,198.75,0.46,1,0.3
语音导航,5.399999999999997,1763,1557,1.0,428.26,198.94,0.46,1,0.3
语音导航,5.4999999999999964,1763,1557,1.0,428.26,198.94,0.46,1,0.0
语音导航,5.599999999999996,1763,1557,1.0,428.26,198.94,0.46,1,0.3
语音导航,5.699999999999996,1763,1557,1.0,428.29,199.1,0.46,1,0.3
语音导航,5.799999999999995,1763,1557,1.0,428.32,199.3,0.47,1,0.3
语音导航,5.899999999999995,1763,1557,1.0,428.32,199.3,0.47,1,0.3
语音导航,5.999999999999995,1763,1557,1.0,428.37,199.57,0.47,1,0.3
语音导航,6.099999999999994,1763,1558,1.0,428.43,200.27,0.47,1,0.3
语音导航,6.199999999999994,1763,1558,1.0,428.43,200.27,0.47,1,0.3
语音导航,6.299999999999994,1763,1558,1.0,428.48,200.59,0.47,1,0.3
语音导航,6.399999999999993,1763,1558,1.0,428.48,200.59,0.47,1,0.3
语音导航,6.499999999999993,1763,1558,1.0,428.48,200.59,0.47,1,0.3
语音导航,6.5999999999999925,1763,1558,1.0,428.5,200.73,0.47,1,0.3
语音导航,6.699999999999992,1763,1558,1.0,428.5,200.73,0.47,1,0.0
语音导航,6.799999999999992,1763,1558,1.0,428.5,200.73,0.47,1,0.3
语音导航,6.8999999999999915,1763,1558,1.0,428.55,201.09,0.47,1,0.3
语音导航,6.999999999999991,1763,1558,1.0,428.55,201.09,0.47,1,0.0
语音导航,7.099999999999991,1763,1558,1.0,428.6,201.45,0.47,1,0.3
语音导航,7.19999999999999,1763,1558,1.0,428.6,201.45,0.47,1,0.3
语音导航,7.29999999999999,1763,1558,1.0,428.6,201.45,0.47,1,0.0
语音导航,7.39999999999999,1763,1558,1.0,428.6,201.45,0.47,1,0.3
语音导航,7.499999999999989,1763,1558,1.0,428.6,201.45,0.47,1,0.3
语音导航,7.599999999999989,1763,1558,1.0,428.6,201.45,0.47,1,0.3
语音导航,7.699999999999989,1763,1558,1.0,428.6,201.45,0.47,1,0.3
语音导航,7.799999999999988,1763,1558,1.0,428.6,201.45,0.47,1,0.3
语音导航,7.899999999999988,1763,1559,1.0,428.71,202.26,0.47,1,0.0
语音导航,7.999999999999988,1763,1559,1.0,428.71,202.26,0.47,1,0.0
语音导航,8.099999999999987,1763,1559,1.0,428.76,202.68,0.47,1,0.3
语音导航,8.199999999999987,1763,1559,1.0,428.76,202.68,0.47,1,0.3
语音导航,8.299999999999986,1763,1559,1.0,428.81,203.1,0.47,1,0.3
语音导航,8.399999999999986,1763,1559,1.0,428.81,203.1,0.47,1,0.0
语音导航,8.499999999999986,1763,1559,1.0,428.81,203.1,0.47,1,0.0
语音导航,8.599999999999985,1763,1559,1.0,428.81,203.1,0.47,1,0.0
语音导航,8.699999999999985,1763,1559,1.0,428.81,203.1,0.47,1,0.3
语音导航,8.799999999999985,1763,1559,1.0,428.81,203.1,0.47,1,0.3
语音导航,8.899999999999984,1763,1559,1.0,428.81,203.1,0.47,1,0.3
语音导航,8.999999999999984,1763,1560,1.0,428.97,204.49,0.48,1,0.3
语音导航,9.199999999999983,1763,1560,1.0,428.97,204.49,0.48,1,0.3
语音导航,9.299999999999983,1763,1560,1.0,428.97,204.49,0.48,1,0.3
语音导航,9.399999999999983,1763,1560,1.0,429.02,204.98,0.48,1,0.3
语音导航,9.499999999999982,1763,1560,1.0,429.02,204.98,0.48,1,0.3
语音导航,9.599999999999982,1763,1560,1.0,429.02,204.98,0.48,1,0.3
语音导航,9.699999999999982,1763,1560,1.0,429.12,206.19,0.48,1,0.3
语音导航,9.799999999999981,1763,1560,1.0,429.12,206.19,0.48,1,0.3
语音导航,9.89999999999998,1763,1560,1.0,429.12,206.19,0.48,1,0.3
语音导航,9.99999999999998,1763,1560,1.0,429.12,206.19,0.48,1,0.3
